"ref_code","ref_source","ref_language","pub_year","ref_info","ref_info_orig","ref_doi","ref_journal_orig","study_id"
"Smith_et_al_2022","GS","english",2022,"Smith, S.J., Mogensen, S., Barry, T.N., Paccard, A., Jamniczky, H.A., Barrett, R.D. and Rogers, S.M., 2022. Evolution of thermal physiology alters the projected range of threespine stickleback under climate change. Molecular Ecology, 31(8), pp.2312-2326.","Smith, S.J., Mogensen, S., Barry, T.N., Paccard, A., Jamniczky, H.A., Barrett, R.D. and Rogers, S.M., 2022. Evolution of thermal physiology alters the projected range of threespine stickleback under climate change. Molecular Ecology, 31(8), pp.2312-2326.","10.1111/mec.16396","Molecular ecology","s_347"
"Cowan_et_al_2023","GS","english",2023,"Cowan, Z.L., Andreassen, A.H., De Bonville, J., Green, L., Binning, S.A., Silva-Garay, L., Jutfelt, F. and Sundin, J., 2023. A novel method for measuring acute thermal tolerance in fish embryos. Conservation Physiology, 11(1), p.coad061.",,"10.1093/conphys/coad061","Conservation Physiology","s_83"
"Mottola_et_al_2022","GS","english",2022,"Mottola, G., Nikinmaa, M. and Anttila, K., 2022. Copper exposure improves the upper thermal tolerance in a sex-specific manner, irrespective of fish thermal history. Aquatic Toxicology, 246, p.106145.","Mottola, G., Nikinmaa, M. and Anttila, K., 2022. Copper exposure improves the upper thermal tolerance in a sex-specific manner, irrespective of fish thermal history. Aquatic Toxicology, 246, p.106145.","10.1016/j.aquatox.2022.106145","Aquatic Toxicology","s_258"
"Bilyk_&_Sformo_2021","GS","english",2021,"Bilyk, K.T. and Sformo, T.L., 2021. Varying heat tolerance among Arctic nearshore fishes. Polar Biology, 44(3), pp.607-612.",,"10.1007/s00300-021-02815-6","Polar Biology","s_40"
"Mundahl_1990","Cereja_2020","english",1990,"Mundahl, N.D., 1990. Heat death of fish in shrinking stream pools. American Midland Naturalist, pp.40-46.",,"10.2307/2425758","American Midland Naturalist","s_260"
"Chagnon_&_Hlohowskyj_1989","Leiva_et_al_2019","english",1989,"Chagnon, N. and Hlohowskyj, I., 1989. Effects of phenol exposure on the thermal tolerance ability of the central stoneroller minnow. Bulletin of Environmental Contamination and Toxicology, 42, pp.614-619.",,"10.1007/BF01700246","Bulletin of Environmental Contamination and Toxicology","s_61"
"Poaquiza_Tuquerres_2018","GS","spanish",2018,,"Poaquiza Tuquerres, G.A. 2018. Tolerancia térmica y capacidad de aclimatación de especímenes de Xiphophorus hellerii (Heckel, 1848). Trabajo de titulación previo a la obtención del Título de Licenciado en Ciencias Biológicas y Ambientales. Carrera de Ciencias Biológicas y Ambientales. Quito: UCE. 52 p.",,"Thesis","s_302"
"Dai_&_Suski_2019","GS","english",2019,"Dai, Q. and Suski, C.D., 2019. Effects of acclimation temperature on critical thermal limits and swimming performance of the state-endangered bigeye chub Hybopsis amblops. Aquatic Biology, 28, pp.137-147.","Dai, Q. and Suski, C.D., 2019. Effects of acclimation temperature on critical thermal limits and swimming performance of the state-endangered bigeye chub Hybopsis amblops. Aquatic Biology, 28, pp.137-147.","10.3354/ab00715","Aquatic Biology","s_88"
"Komoroske_et_al_2021","GS","english",2020,"Komoroske, L.M., Jeffries, K.M., Whitehead, A., Roach, J.L., Britton, M., Connon, R.E., Verhille, C., Brander, S.M. and Fangue, N.A., 2021. Transcriptional flexibility during thermal challenge corresponds with expanded thermal tolerance in an invasive compared to native fish. Evolutionary Applications, 14(4), pp.931-949.","Komoroske, L.M., Jeffries, K.M., Whitehead, A., Roach, J.L., Britton, M., Connon, R.E., Verhille, C., Brander, S.M. and Fangue, N.A., 2021. Transcriptional flexibility during thermal challenge corresponds with expanded thermal tolerance in an invasive compared to native fish. Evolutionary Applications, 14(4), pp.931-949.","10.1111/eva.13172","Evolutionary Application","s_201"
"Hockett_&_Mundahl_1989","GlobTherm_2018","english",1989,"Hockett, C.T. and Mundahl, N.D., 1989. Effects of black spot disease on thermal tolerances and condition factors of three cyprinid fishes. Journal of Freshwater Ecology, 5(1), pp.67-72.",,"10.1080/02705060.1989.9665214","Journal of Freshwater Ecology","s_172"
"Dekozlowski_&_Bunting_1981","GS","english",1981,"Dekozlowski, S.J. and Bunting, D.L., 1981. A laboratory study on the thermal tolerance of four southeastern stream insect species (Trichoptera, Ephemeroptera). Hydrobiologia, 79, pp.141-145.",,"10.1007/BF00006121","Hydrobiologia","s_102"
"Pandolfo_2008","GS","english",2008,"Pandolfo, T.J., 2008. Sensitivity of early life stages of freshwater mussels to a range of common and extreme water temperatures.",,,,"s_289"
"Galbraith_et_al_2012","GS","english",2012,"Galbraith, H.S., Blakeslee, C.J. and Lellis, W.A., 2012. Recent thermal history influences thermal tolerance in freshwater mussel species (Bivalvia: Unionoida). Freshwater Science, 31(1), pp.83-92.",,"10.1899/11-025.1","Freshwater Science","s_140"
"Archambault_et_al_2014","GS","english",2014,"Archambault, J.M., Cope, W.G. and Kwak, T.J., 2014. Influence of sediment presence on freshwater mussel thermal tolerance. Freshwater Science, 33(1), pp.56-65.",,"10.1086/674141","Freshwater Science","s_13"
"McClanahan_et_al_1986","GlobTherm_2018","english",1986,"McClanahan, L.L., Feldmeth, C.R., Jones, J. and Soltz, D.L., 1986. Energetics, salinity and temperature tolerance in the Mohave tui chub, Gila bicolor mohavensis. Copeia, pp.45-52.",,"10.2307/1444886","Copeia","s_245"
"Tsuchida_et_al_1995","Cereja_2020","english",1995,"Tsuchida, S., 1995. The relationship between upper temperature tolerance and final preferendum of Japanese marine fish. Journal of Thermal Biology, 20(1-2), pp.35-41.",,"10.1016/0306-4565(94)00024-D","Journal of Thermal Biology","s_374"
"Cheper_1980","GS","english",1980,"Cheper, N.J., 1980. Thermal tolerance of the isopod Lirceus brachyurus (Crustacea: Isopoda). American Midland Naturalist, pp.312-318.",,"10.2307/2424871","American Midland Naturalist","s_65"
"Ernst_et_al_1984","Leiva_et_al_2019","english",1984,"Ernst, M.R., Beitinger, T.L. and Stewart, K.W., 1984. Critical thermal maxima of nymphs of three Plecoptera species from an Ozark foothill stream. Freshwater Invertebrate Biology, 3(2), pp.80-85.",,"10.2307/1467096","Freshwater Invertebrate Biology","s_125"
"Feldmeth_et_al_1974","Cereja_2020","english",1974,"Feldmeth, C.R., Stone, E.A. and Brown, J.H., 1974. An increased scope for thermal tolerance upon acclimating pupfish (Cyprinodon) to cycling temperatures. Journal of comparative physiology, 89(1), pp.39-44.",,"10.1007/BF00696161","Journal of comparative physiology","s_130"
"Calosi_et_al_2010","Leiva_et_al_2019","english",2010,"Calosi, P., Bilton, D.T., Spicer, J.I., Votier, S.C. and Atfield, A., 2010. What determines a species’ geographical range? Thermal biology and latitudinal range size relationships in European diving beetles (Coleoptera: Dytiscidae). Journal of Animal Ecology, 79(1), pp.194-204.",,"10.1111/j.1365-2656.2009.01611.x","Journal of Animal Ecology","s_54"
"Otto_&_Gerking_1973","GlobTherm_2018","english",1973,"Otto, R.G. and Gerking, S.D., 1973. Heat tolerance of a Death Valley pupfish (genus Cyprinodon). Physiological Zoology, 46(1), pp.43-49.",,"10.1086/physzool.46.1.30152515","Physiological Zoology","s_278"
"Dülger_et_al_2012","Leiva_et_al_2019","english",2012," Dülger N, Kumlu M, Türkmen S, Ölçülü A, Eroldo?an OT, Y?lmaz HA, Öçal N. 2012. Thermal tolerance of European Sea Bass (Dicentrarchus labrax) juveniles acclimated to three temperature levels. J. Therm. Biol. 37, 79–82.",,"10.1016/j.jtherbio.2011.11.003","Journal of Thermal Biology","s_115"
"Yilmaz_et_al_2020","GS","english",2020,"Yilmaz, H.A., Turkmen, S., Kumlu, M., Eroldogan, O.T. and Perker, N., 2020. Alteration of growth and temperature tolerance of european sea bass (Dicentrarchus labrax linnaeus 1758) in different temperature and salinity combinations. Turkish Journal of Fisheries and Aquatic Sciences.",,"10.4194/1303-2712-v20_5_01","Turkish Journal of Fisheries and Aquatic Sciences","s_417"
"Madeira_et_al_2012","Cereja_2020","english",2012,"Madeira, D., Narciso, L., Cabral, H.N. and Vinagre, C., 2012. Thermal tolerance and potential impacts of climate change on coastal and estuarine organisms. Journal of Sea Research, 70, pp.32-41.",,"10.1016/j.seares.2012.03.002","Journal of Sea Research","s_228"
"Madeira_et_al_2012b","GlobTherm_2018","english",2012,"Madeira, D., Narciso, L., Cabral, H.N., Vinagre, C. and Diniz, M.S., 2012. HSP70 production patterns in coastal and estuarine organisms facing increasing temperatures. Journal of sea research, 73, pp.137-147.",,"10.1016/j.seares.2012.07.003","Journal of Sea Research","s_230"
"Coccia_et_al_2013","Leiva_et_al_2019","english",2013,"Coccia, C., Calosi, P., Boyero, L., Green, A.J. and Bilton, D.T., 2013. Does ecophysiology determine invasion success? A comparison between the invasive boatman Trichocorixa verticalis verticalis and the native Sigara lateralis (Hemiptera, Corixidae) in South-West Spain. PLoS One, 8(5), p.e63105.",,"10.1371/journal.pone.0063105","PLoS One","s_76"
"Pallarés_et_all_2020","GS","english",2020,"Pallarés, S., Millán, A., Mirón, J.M., Velasco, J., Sánchez‐Fernández, D., Botella‐Cruz, M. and Abellán, P., 2020. Assessing the capacity of endemic alpine water beetles to face climate change. Insect conservation and diversity, 13(3), pp.271-282.",,"10.1111/icad.12394","Insect Conservation and Diversity","s_287"
"Abbott_1960","ref","english",1960,"Abbott, B.J., 1960. A note on the oxygen and temperature tolerances of the triclads Phagocata gracilis (Haldeman) and Dugesia tigrina (Girard). Virginia Journal of Science (New Series), 11, pp.1-8.",,,"The Virginia Journal of Science","s_1"
"Bulger_&_Tremaine_1985","GlobTherm_2018","english",1985,"Bulger, A. J. & Tremaine, S. C. Magnitude of Seasonal Effects on Heat Tolerance in Fundulus heteroclitus. Physiological Zoology 58, 197-204 (1985).",,"10.1086/physzool.58.2.30158567","Physiological Zoology","s_50"
"Bulger_1984","Cereja_2020","english",1984,"Bulger, A.J., 1984. A daily rhythm in heat tolerance in the salt marsh fish Fundulus heteroclitus. Journal of Experimental Zoology, 230(1), pp.11-16.",,"10.1002/jez.1402300103","Journal of Experimental Zoology","s_51"
"Dayan_et_al_2019","GS","english",2019,"Dayan, D.I., Du, X., Baris, T.Z., Wagner, D.N., Crawford, D.L. and Oleksiak, M.F., 2019. Population genomics of rapid evolution in natural populations: polygenic selection in response to power station thermal effluents. BMC evolutionary biology, 19, pp.1-20.",,"10.1186/s12862-019-1392-5.","BMC Evolutionary Biology","s_98"
"Drown_et_al_2021","GS","english",2021,"Drown, M.K., DeLiberto, A.N., Ehrlich, M.A., Crawford, D.L. and Oleksiak, M.F., 2021. Interindividual plasticity in metabolic and thermal tolerance traits from populations subjected to recent anthropogenic heating. Royal Society open science, 8(7), p.210440.",,"10.1098/rsos.210440","Royal Society open science","s_113"
"Nan_2017","CNKI","chinese",2017,"Nan O. 2017. Study on the Thermal Tolerance of the Common Neketons in Shidao Bay, the Yellow Sea. The university of Chinese academy of sciences. Master theis.","南鸥. 2017. 石岛湾常见游泳动物的热耐受性研究. 中国科学院大学. 硕士学位论文.",,"厦门大学博士学位论文","s_264"
"Madeira_et_al_2014","ref","english",2014,"Madeira, D., Vinagre, C., Costa, P.M. and Diniz, M.S., 2014. Histopathological alterations, physiological limits, and molecular changes of juvenile Sparus aurata in response to thermal stress. Marine Ecology Progress Series, 505, pp.253-266.",,"10.3354/meps10794","Marine Ecology Progress Series","s_231"
"Madeira_et_al_2016","Cereja_2020","english",2016,"Madeira, D., Vinagre, C. and Diniz, M.S., 2016. Are fish in hot water? Effects of warming on oxidative stress metabolism in the commercial species Sparus aurata. Ecological Indicators, 63, pp.324-331.",,"10.1016/j.ecolind.2015.12.008","Ecological Indicators","s_232"
"Claussen_&_Walters_1982","Sundermann_et_al_2022","english",1982,"Claussen, D.L. and Walters, L.M., 1982. Thermal acclimation in the fresh water planarians, Dugesia tigrina and D. dorotocephala. Hydrobiologia, 94, pp.231-236.",,"10.1007/BF00016404","Hydrobiologia","s_73"
"Russier_&_Lascombe_1970","ref","french",1970,"Russier, R. and Lascombe, C., 1970. La planaire américaine Dugesia tigrina dans la région Lyonnaise: écologie et tolérance thermique. Publications de la Société Linnéenne de Lyon, 39(6), pp.197-206.",,,"Publications de la Société Linnéenne de Lyon","s_328"
"Liu_et_al_2023","GS","english",2023,"Liu, S., Chen, S., Lu, C., Qi, D., Qi, H., Wang, Y., Zhao, K. and Tian, F., 2023. Fatty acid metabolism and antioxidant capacity in Gymnocypris przewalskii (Kessler, 1876) response to thermal stress. Journal of Thermal Biology, 116, p.103650.",,"10.2139/ssrn.4357740","Journal of Thermal Biology","s_221"
"Sánchez_Fernández_et_al_2010","Leiva_et_al_2019","english",2010,"Sánchez‐Fernández, D., Calosi, P., Atfield, A., Arribas, P., Velasco, J., Spicer, J.I., Millan, A. and Bilton, D.T., 2010. Reduced salinities compromise the thermal tolerance of hypersaline specialist diving beetles. Physiological Entomology, 35(3), pp.265-273.",,"10.1111/j.1365-3032.2010.00734.x","Physiological Entomology","s_365"
"DeWhatley_&_Alexander_2018","GS","english",2018,"DeWhatley, M.C. and Alexander, J.E., 2018. Impacts of elevated water temperatures on righting behavior and survival of two freshwater caenogastropod snails. Marine and Freshwater Behaviour and Physiology, 51(4), pp.251-262.",,"10.1080/10236244.2018.1538699","Marine and Freshwater Behaviour and Physiology","s_99"
"Fulton_et_al_2021","GS","english",2021,"Fulton, C.A., Hartz, K.E.H., Fuller, N.W., Kent, L.N., Anzalone, S.E., Miller, T.M., Connon, R.E., Poynton, H.C. and Lydy, M.J., 2021. Fitness costs of pesticide resistance in Hyalella azteca under future climate change scenarios. Science of the Total Environment, 753, p.141945.",,"10.1016/j.scitotenv.2020.141945","Science of The Total Environment","s_138"
"Sprague_1963","ref","english",1963,"Sprague, J.B., 1963. Resistance of four freshwater crustaceans to lethal high temperature and low oxygen. Journal of the Fisheries Board of Canada, 20(2), pp.387-415.",,,"Journal of the Fisheries Board of Canada","s_352"
"Monirian_et_al_2010","Leiva_et_al_2019","english",2010," Monirian J, Sutphin Z, Myrick C. 2010 Effects of holding temperature and handling stress on the upper thermal tolerance of threadfin shad Dorosoma petenense. J. Fish Biol. 76, 1329– 1342.",,,"Journal of fish biology","s_255"
"Swanson_et_al_2000","GlobTherm_2018","english",2000,"Swanson, C., Reid, T., Young, P.S. and Cech Jr, J.J., 2000. Comparative environmental tolerances of threatened delta smelt (Hypomesus transpacificus) and introduced wakasagi (H. nipponensis) in an altered California estuary. Oecologia, 123, pp.384-390.",,"10.1007/s004420051025","Oecologia","s_361"
"Komoroske_et_al_2014","Leiva_et_al_2019","english",2014," Komoroske LM, Connon RE, Lindberg J, Cheng BS, Castillo G, Hasenbein M, Fangue NA. 2014 Ontogeny influences sensitivity to climate change stressors in an endangered fish. Conserv. Physiol. 2.",,"10.1093/conphys/cou008","Conservation Physiology","s_200"
"Arribas_et_al_2012","Leiva_et_al_2019","english",2012,"Arribas, P., Velasco, J., Abellán, P., Sánchez‐Fernández, D., Andujar, C., Calosi, P., Millán, A., Ribera, I. and Bilton, D.T., 2012. Dispersal ability rather than ecological tolerance drives differences in range size between lentic and lotic water beetles (Coleoptera: Hydrophilidae). Journal of Biogeography, 39(5), pp.984-994.",,"10.1111/j.1365-2699.2011.02641.x","Journal of Biogeography","s_15"
"Young_&_Cech_1996","GlobTherm_2018","english",1996,"Young, P.S. and Cech Jr, J.J., 1996. Environmental tolerances and requirements of splittail. Transactions of the American Fisheries Society, 125(5), pp.664-678.",,"10.1577/1548-8659(1996)125<0664:ETAROS>2.3.CO;2","Transactions of the American Fisheries Society","s_418"
